Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX
myrrh,13,11,9,8,0.25,1.1461,0.13,1.0792,Noun,12,0.92,Noun.Name,12.1
myrt,8,4,0,0,0.16,0.9542,0.05,0.6990,Verb,4,0.50,Verb.Name,4.4
myrtle,163,35,2,2,3.20,2.2148,0.42,1.5563,Name,75,0.46,Name.Verb.Noun,75.65.23
mysel,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1,0.50,Verb.Noun,1.1
myself,17470,6328,17347,6313,342.55,4.2423,75.44,3.8013,Pronoun,17438,1.00,Pronoun.Noun,17438.1
mysophilia,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
myst,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
mysteries,165,148,151,138,3.24,2.2201,1.76,2.1732,Noun,164,1.00,Noun,164
mysterious,765,612,722,591,15.00,2.8842,7.30,2.7875,Adjective,766,1.00,Adjective,766
mysteriously,87,83,86,82,1.71,1.9445,0.99,1.9243,Adverb,88,1.00,Adverb,88
mysteriousness,4,4,4,4,0.08,0.6990,0.05,0.6990,Noun,4,1.00,Noun,4
mystery,1171,837,1094,802,22.96,3.0689,9.98,2.9232,Noun,1167,1.00,Noun.Name,1167.3
mystic,74,48,42,33,1.45,1.8751,0.57,1.6902,Adjective,44,0.59,Adjective.Noun.Name,44.28.2
mystical,144,106,138,101,2.82,2.1614,1.26,2.0294,Adjective,144,1.00,Adjective,144
mystically,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2,1.00,Adverb,2
mysticism,22,20,21,19,0.43,1.3617,0.24,1.3222,Noun,22,1.00,Noun,22
mystics,27,13,20,12,0.53,1.4472,0.15,1.1461,Noun,27,1.00,Noun,27
mystification,3,2,3,2,0.06,0.6021,0.02,0.4771,Noun,3,1.00,Noun,3
mystified,26,23,24,23,0.51,1.4314,0.27,1.3802,Adjective,17,0.65,Adjective.Verb,17.9
mystifies,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
mystify,7,6,7,6,0.14,0.9031,0.07,0.8451,Verb,7,1.00,Verb,7
mystifying,15,11,12,9,0.29,1.2041,0.13,1.0792,Verb,11,0.79,Verb.Noun.Adjective,11.2.1
mystique,179,66,28,20,3.51,2.2553,0.79,1.8261,Noun,178,1.00,Noun,178
myth,352,250,341,246,6.90,2.5478,2.98,2.3997,Noun,352,1.00,Noun,352
mythic,19,19,19,19,0.37,1.3010,0.23,1.3010,Adjective,19,1.00,Adjective,19
mythical,45,38,43,36,0.88,1.6628,0.45,1.5911,Adjective,45,1.00,Adjective,45
mythmaking,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
mythological,19,19,19,19,0.37,1.3010,0.23,1.3010,Adjective,20,1.00,Adjective,20
mythologies,6,5,6,5,0.12,0.8451,0.06,0.7782,Noun,6,1.00,Noun,6
mythology,101,75,92,70,1.98,2.0086,0.89,1.8808,Noun,100,0.98,Noun.Name,100.2
mythomaniac,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
mythos,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
myths,63,49,61,48,1.24,1.8062,0.58,1.6990,Noun,63,1.00,Noun,63
myxedema,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
mzee,2,1,0,0,0.04,0.4771,0.01,0.3010,Noun,2,1.00,Noun,2
n,2810,1082,1613,626,55.10,3.4489,12.90,3.0346,Letter,922,0.91,Letter.Name.Noun,922.60.28
na,253,66,191,33,4.96,2.4048,0.79,1.8261,To,127268,1.00,To.Article.Unclassified.Interjection,127268.303.177.62
naa,7,6,1,1,0.14,0.9031,0.07,0.8451,Noun,7,1.00,Noun,7
naam,93,3,5,2,1.82,1.9731,0.04,0.6021,Noun,3,0.60,Noun.Verb,3.2
naan,8,2,2,2,0.16,0.9542,0.02,0.4771,Noun,7,0.88,Noun.Name,7.1
nab,34,29,34,29,0.67,1.5441,0.35,1.4771,Verb,32,0.94,Verb.Noun,32.2
nabbed,35,32,34,32,0.69,1.5563,0.38,1.5185,Verb,33,0.94,Verb.Adjective,33.2
nabbing,3,3,1,1,0.06,0.6021,0.04,0.6021,Verb,3,1.00,Verb,3
nable,11,2,3,1,0.22,1.0792,0.02,0.4771,Name,7,0.64,Name.Adjective,7.4
nabob,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
nabobs,4,4,4,4,0.08,0.6990,0.05,0.6990,Noun,4,1.00,Noun,4
nabs,7,7,7,7,0.14,0.9031,0.08,0.9031,Verb,6,0.86,Verb.Noun,6.1
nacelle,7,5,7,5,0.14,0.9031,0.06,0.7782,Noun,7,1.00,Noun,7
nacelles,6,6,4,4,0.12,0.8451,0.07,0.8451,Noun,5,0.83,Noun.Name,5.1
nach,7,3,6,3,0.14,0.9031,0.04,0.6021,Unclassified,7,1.00,Unclassified,7
nacho,67,18,10,7,1.31,1.8325,0.21,1.2788,Noun,54,0.81,Noun.Name,54.13
nachos,37,33,31,28,0.73,1.5798,0.39,1.5315,Noun,36,0.97,Noun.Name,36.1
nad,4,1,0,0,0.08,0.6990,0.01,0.3010,Noun,2,0.50,Noun.Name,2.2
nada,130,115,63,54,2.55,2.1173,1.37,2.0645,Noun,116,0.91,Noun.Name,116.11
nadir,15,4,2,2,0.29,1.2041,0.05,0.6990,Name,13,0.87,Name.Noun,13.2
nae,1,1,0,0,0.02,0.3010,0.01,0.3010,Not,6,1.00,Not,6
naf,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
naff,1,1,0,0,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
nag,111,63,97,61,2.18,2.0492,0.75,1.8062,Verb,85,0.74,Verb.Noun,85.30
naga,7,4,0,0,0.14,0.9031,0.05,0.6990,Name,6,0.86,Name.Noun,6.1
nagara,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
nagasaki,9,7,0,0,0.18,1.0000,0.08,0.9031,Name,9,1.00,Name,9
nagel,30,7,0,0,0.59,1.4914,0.08,0.9031,Name,23,0.77,Name.Verb.Noun,23.6.1
nagged,16,15,16,15,0.31,1.2304,0.18,1.2041,Verb,16,1.00,Verb,16
nagging,122,110,118,106,2.39,2.0899,1.31,2.0453,Adjective,67,0.55,Adjective.Verb.Noun,67.54.1
naggy,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
nags,19,16,17,15,0.37,1.3010,0.19,1.2304,Noun,11,0.58,Noun.Verb,11.8
nah,1433,960,165,74,28.10,3.1565,11.44,2.9827,Interjection,1390,0.98,Interjection.Name,1390.24
naiad,2,2,0,0,0.04,0.4771,0.02,0.4771,Noun,1,0.50,Noun.Name,1.1
naik,3,1,0,0,0.06,0.6021,0.01,0.3010,Noun,2,0.67,Noun.Name,2.1
nail,951,710,846,678,18.65,2.9786,8.46,2.8519,Verb,533,0.56,Verb.Noun,533.417
nailed,367,325,351,317,7.20,2.5658,3.87,2.5132,Verb,363,0.99,Verb.Adjective,363.3
nailfile,4,3,4,3,0.08,0.6990,0.04,0.6021,Noun,4,1.00,Noun,4
nailhead,2,1,2,1,0.04,0.4771,0.01,0.3010,Noun,2,1.00,Noun,2
nailing,51,50,50,49,1.00,1.7160,0.60,1.7076,Verb,52,1.00,Verb,52
nails,563,432,515,421,11.04,2.7513,5.15,2.6365,Noun,552,0.98,Noun.Verb,552.10
naira,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
nairobi,32,24,0,0,0.63,1.5185,0.29,1.3979,Name,32,1.00,Name,32
naish,7,1,0,0,0.14,0.9031,0.01,0.3010,Name,7,1.00,Name,7
naive,329,283,307,274,6.45,2.5185,3.37,2.4533,Adjective,329,1.00,Adjective,329
naively,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2,1.00,Adverb,2
naivete,5,5,4,4,0.10,0.7782,0.06,0.7782,Noun,5,1.00,Noun,5
naivety,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
nak,2,1,0,0,0.04,0.4771,0.01,0.3010,Name,2,1.00,Name,2
naked,2002,1217,1839,1162,39.25,3.3017,14.51,3.0856,Adjective,1999,1.00,Adjective,1999
nakedest,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
nakedly,4,4,4,4,0.08,0.6990,0.05,0.6990,Adverb,4,1.00,Adverb,4
nakedness,23,20,21,18,0.45,1.3802,0.24,1.3222,Noun,23,1.00,Noun,23
nako,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
nam,174,105,10,9,3.41,2.2430,1.25,2.0253,Name,162,0.94,Name.Noun,162.10
namaste,25,17,3,3,0.49,1.4150,0.20,1.2553,Verb,24,0.96,Verb.Noun,24.1
namby,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
name,32735,7031,31694,6977,641.86,4.5150,83.82,3.8471,Noun,31220,0.96,Noun.Verb.Name,31220.1469.2
named,3564,2359,3492,2327,69.88,3.5521,28.12,3.3729,Verb,3509,0.98,Verb.Adjective,3509.55
nameless,72,53,54,46,1.41,1.8633,0.63,1.7324,Adjective,72,1.00,Adjective,72
namely,53,40,26,21,1.04,1.7324,0.48,1.6128,Adverb,53,1.00,Adverb,53
nameplate,7,7,7,7,0.14,0.9031,0.08,0.9031,Noun,7,1.00,Noun,7
nameplates,5,3,2,2,0.10,0.7782,0.04,0.6021,Noun,5,1.00,Noun,5
names,2746,1793,2667,1759,53.84,3.4389,21.38,3.2538,Noun,2733,0.99,Noun.Verb,2733.37
namesake,11,11,10,10,0.22,1.0792,0.13,1.0792,Noun,11,1.00,Noun,11
naming,109,101,101,93,2.14,2.0414,1.20,2.0086,Verb,100,0.90,Verb.Noun,100.11
nan,106,30,3,3,2.08,2.0294,0.36,1.4914,Noun,101,0.95,Noun.Name,101.5
nana,202,68,52,18,3.96,2.3075,0.81,1.8388,Noun,198,0.99,Noun.Name,198.2
nanas,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
nance,37,14,3,2,0.73,1.5798,0.17,1.1761,Name,30,0.81,Name.Noun,30.7
nances,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
nancy,1087,286,12,7,21.31,3.0366,3.41,2.4579,Name,1074,0.99,Name.Noun,1074.12
nanga,3,1,0,0,0.06,0.6021,0.01,0.3010,Name,3,1.00,Name,3
nanking,5,4,0,0,0.10,0.7782,0.05,0.6990,Name,5,1.00,Name,5
nannie,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
nannies,38,24,28,19,0.75,1.5911,0.29,1.3979,Noun,38,1.00,Noun,38
nanny,531,183,306,156,10.41,2.7259,2.18,2.2648,Noun,527,1.00,Noun.Verb.Name,527.1.1
nanograms,3,3,3,3,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
nanoid,2,1,2,1,0.04,0.4771,0.01,0.3010,Noun,1,0.50,Noun.Adjective,1.1
nanosecond,7,7,7,7,0.14,0.9031,0.08,0.9031,Noun,7,1.00,Noun,7
nanoseconds,5,5,5,5,0.10,0.7782,0.06,0.7782,Noun,5,1.00,Noun,5
nanotechnology,7,6,7,6,0.14,0.9031,0.07,0.8451,Noun,6,1.00,Noun,6
nants,4,2,0,0,0.08,0.6990,0.02,0.4771,Name,4,1.00,Name,4
nantz,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
naomi,200,33,4,1,3.92,2.3032,0.39,1.5315,Name,195,0.98,Name.Noun,195.4
nap,645,487,626,481,12.65,2.8102,5.81,2.6884,Noun,611,0.95,Noun.Verb,611.33
napa,49,26,1,1,0.96,1.6990,0.31,1.4314,Name,46,0.94,Name.Noun,46.3
napalm,77,37,63,32,1.51,1.8921,0.44,1.5798,Noun,57,0.74,Noun.Name.Verb,57.14.6
napalmed,6,6,6,6,0.12,0.8451,0.07,0.8451,Verb,6,1.00,Verb,6
napalming,2,1,2,1,0.04,0.4771,0.01,0.3010,Adjective,2,1.00,Adjective,2
nape,12,11,12,11,0.24,1.1139,0.13,1.0792,Noun,12,1.00,Noun,12
naphtha,7,4,3,3,0.14,0.9031,0.05,0.6990,Noun,7,1.00,Noun,7
napier,22,6,0,0,0.43,1.3617,0.07,0.8451,Name,22,1.00,Name,22
napkin,184,137,170,130,3.61,2.2672,1.63,2.1399,Noun,180,0.98,Noun.Name,180.4
napkins,131,107,122,101,2.57,2.1206,1.28,2.0334,Noun,131,1.00,Noun,131
naples,95,44,1,1,1.86,1.9823,0.52,1.6532,Name,94,0.99,Name.Noun,94.1
napoleon,317,151,0,0,6.22,2.5024,1.80,2.1818,Name,316,1.00,Name,316
napoleonic,14,6,0,0,0.27,1.1761,0.07,0.8451,Adjective,14,1.00,Adjective,14
napoleons,4,3,0,0,0.08,0.6990,0.04,0.6021,Name,5,1.00,Name,5
napoo,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
napped,5,5,5,5,0.10,0.7782,0.06,0.7782,Verb,5,1.00,Verb,5
napper,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
nappie,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
nappies,8,6,8,6,0.16,0.9542,0.07,0.8451,Noun,8,1.00,Noun,8
napping,64,50,61,48,1.25,1.8129,0.60,1.7076,Verb,54,0.84,Verb.Noun.Adjective.Name,54.5.3.2
nappy,40,23,26,18,0.78,1.6128,0.27,1.3802,Noun,39,0.98,Noun.Name,39.1
naps,53,37,42,35,1.04,1.7324,0.44,1.5798,Noun,48,0.91,Noun.Verb,48.5
napu,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
nar,5,4,3,2,0.10,0.7782,0.05,0.6990,Noun,1,0.33,Noun.Name.Adjective,1.1.1
narc,74,43,67,40,1.45,1.8751,0.51,1.6435,Noun,73,0.99,Noun.Name,73.1
narceine,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
narcissism,33,18,27,14,0.65,1.5315,0.21,1.2788,Noun,33,1.00,Noun,33
narcissist,26,24,23,21,0.51,1.4314,0.29,1.3979,Verb,24,0.92,Verb.Name,24.2
narcissistic,32,30,26,25,0.63,1.5185,0.36,1.4914,Adjective,31,0.97,Adjective.Name,31.1
narcissistically,1,1,1,1,0.02,0.3010,0.01,0.3010,Adverb,1,1.00,Adverb,1
narcissists,10,10,9,9,0.20,1.0414,0.12,1.0414,Verb,9,0.90,Verb.Name,9.1
narcissus,12,11,2,2,0.24,1.1139,0.13,1.0792,Name,10,0.83,Name.Noun,10.2
narco,16,13,9,8,0.31,1.2304,0.15,1.1461,Noun,10,0.67,Noun.Name,10.5
narcolepsy,12,9,8,6,0.24,1.1139,0.11,1.0000,Noun,10,0.83,Noun.Name,10.2
narcoleptic,7,6,6,5,0.14,0.9031,0.07,0.8451,Adjective,7,1.00,Adjective,7
narcos,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
narcosis,5,4,3,3,0.10,0.7782,0.05,0.6990,Noun,5,1.00,Noun,5
narcosynthesis,2,2,1,1,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
narcotic,44,38,42,37,0.86,1.6532,0.45,1.5911,Noun,44,1.00,Noun,44
narcotics,262,163,200,138,5.14,2.4200,1.94,2.2148,Noun,258,0.99,Noun.Name,258.2
narcotize,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
narcs,13,11,11,9,0.25,1.1461,0.13,1.0792,Noun,13,1.00,Noun,13
nard,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
nards,2,1,0,0,0.04,0.4771,0.01,0.3010,Noun,1,0.50,Noun.Name,1.1
nare,1,1,0,0,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
nark,3,3,3,3,0.06,0.6021,0.04,0.6021,Verb,3,1.00,Verb,3
narked,5,2,5,2,0.10,0.7782,0.02,0.4771,Verb,5,1.00,Verb,5
narking,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
narky,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
narrate,12,11,12,11,0.24,1.1139,0.13,1.0792,Verb,12,1.00,Verb,12
narrated,24,7,24,7,0.47,1.3979,0.08,0.9031,Verb,24,1.00,Verb,24
narrating,15,11,12,9,0.29,1.2041,0.13,1.0792,Verb,10,0.67,Verb.Name.Noun,10.3.2
narration,14,10,14,10,0.27,1.1761,0.12,1.0414,Noun,14,1.00,Noun,14
narrative,53,39,51,39,1.04,1.7324,0.46,1.6021,Noun,44,0.83,Noun.Adjective,44.9
narratives,3,3,3,3,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
narrator,529,164,113,70,10.37,2.7243,1.96,2.2175,Noun,520,0.99,Noun.Name,520.3
narrators,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
narrow,358,309,334,291,7.02,2.5551,3.68,2.4914,Adjective,278,0.78,Adjective.Verb,278.79
narrowed,83,81,80,79,1.63,1.9243,0.97,1.9138,Verb,80,0.98,Verb.Adjective,80.2
narrower,11,10,10,9,0.22,1.0792,0.12,1.0414,Adjective,11,1.00,Adjective,11
narrowest,8,7,8,7,0.16,0.9542,0.08,0.9031,Adjective,8,1.00,Adjective,8
narrowing,24,24,21,21,0.47,1.3979,0.29,1.3979,Verb,20,0.83,Verb.Noun.Adjective,20.2.2
narrowly,13,13,13,13,0.25,1.1461,0.15,1.1461,Adverb,13,1.00,Adverb,13
narrowness,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
narrows,63,62,59,58,1.24,1.8062,0.74,1.7993,Verb,63,1.00,Verb,63
narwhal,6,5,4,3,0.12,0.8451,0.06,0.7782,Adjective,4,0.67,Adjective.Name,4.2
narwhals,2,1,0,0,0.04,0.4771,0.01,0.3010,Name,2,1.00,Name,2
nary,14,12,10,8,0.27,1.1761,0.14,1.1139,Noun,11,0.79,Noun.Adjective,11.3
nasa,148,80,2,2,2.90,2.1732,0.95,1.9085,Name,146,0.99,Name.Noun,146.2
nasal,106,79,95,72,2.08,2.0294,0.94,1.9031,Adjective,106,1.00,Adjective,106
nasally,7,7,7,7,0.14,0.9031,0.08,0.9031,Adverb,7,1.00,Adverb,7
nascent,5,5,5,5,0.10,0.7782,0.06,0.7782,Adjective,5,1.00,Adjective,5
nash,241,46,0,0,4.73,2.3838,0.55,1.6721,Name,228,1.00,Name,228
nashville,91,34,0,0,1.78,1.9638,0.41,1.5441,Name,91,1.00,Name,91
nasi,8,2,2,1,0.16,0.9542,0.02,0.4771,Name,6,0.75,Name.Noun,6.2
nasopharynx,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
nast,5,3,1,1,0.10,0.7782,0.04,0.6021,Name,4,0.80,Name.Noun,4.1
nastier,14,14,14,14,0.27,1.1761,0.17,1.1761,Adjective,14,1.00,Adjective,14
nastiest,28,28,27,27,0.55,1.4624,0.33,1.4624,Adjective,28,1.00,Adjective,28
nastiness,9,8,9,8,0.18,1.0000,0.10,0.9542,Noun,9,1.00,Noun,9
nasturtium,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
nasturtiums,3,2,3,2,0.06,0.6021,0.02,0.4771,Noun,3,1.00,Noun,3
nasty,1151,897,1031,829,22.57,3.0615,10.69,2.9533,Adjective,1150,1.00,Adjective,1150
nat,182,65,3,3,3.57,2.2625,0.77,1.8195,Name,182,0.99,Name.Verb.Noun,182.1.1
nataka,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
natal,5,4,3,3,0.10,0.7782,0.05,0.6990,Adjective,3,0.60,Adjective.Name,3.2
natale,7,4,0,0,0.14,0.9031,0.05,0.6990,Name,6,0.86,Name.Noun,6.1
natatorium,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
natch,9,7,4,3,0.18,1.0000,0.08,0.9031,Verb,8,0.89,Verb.Noun,8.1
nation,1045,620,967,591,20.49,3.0195,7.39,2.7931,Noun,1035,1.00,Noun.Name,1035.2
national,1946,1131,1078,711,38.16,3.2894,13.48,3.0538,Adjective,1940,1.00,Adjective.Noun,1940.2
nationalisation,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
nationalism,12,9,10,7,0.24,1.1139,0.11,1.0000,Noun,12,1.00,Noun,12
nationalist,12,12,8,8,0.24,1.1139,0.14,1.1139,Noun,8,0.67,Noun.Adjective,8.4
nationalistic,4,4,4,4,0.08,0.6990,0.05,0.6990,Adjective,4,1.00,Adjective,4
nationalists,12,8,5,4,0.24,1.1139,0.10,0.9542,Noun,12,1.00,Noun,12
nationalities,12,11,12,11,0.24,1.1139,0.13,1.0792,Noun,12,1.00,Noun,12
nationality,42,38,36,34,0.82,1.6335,0.45,1.5911,Noun,42,1.00,Noun,42
nationalization,2,2,1,1,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
nationalized,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
nationally,27,26,24,23,0.53,1.4472,0.31,1.4314,Adverb,27,1.00,Adverb,27
nationals,88,53,64,44,1.73,1.9494,0.63,1.7324,Noun,89,1.00,Noun,89
nations,386,247,228,155,7.57,2.5877,2.94,2.3945,Noun,392,1.00,Noun,392
nationwide,68,65,65,62,1.33,1.8388,0.77,1.8195,Adjective,37,0.54,Adjective.Adverb,37.31
native,421,306,323,235,8.25,2.6253,3.65,2.4871,Adjective,411,0.98,Adjective.Noun,411.10
natives,216,138,190,133,4.24,2.3365,1.65,2.1430,Noun,216,1.00,Noun,216
nativist,1,1,0,0,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
nativities,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
nativity,18,15,11,9,0.35,1.2788,0.18,1.2041,Noun,17,0.94,Noun.Name,17.1
natl,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
nato,94,39,0,0,1.84,1.9777,0.46,1.6021,Name,94,1.00,Name,94
natrium,2,1,2,1,0.04,0.4771,0.01,0.3010,Noun,2,1.00,Noun,2
natriuretic,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
natron,2,2,0,0,0.04,0.4771,0.02,0.4771,Name,2,1.00,Name,2
natter,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
nattering,3,3,3,3,0.06,0.6021,0.04,0.6021,Verb,2,0.67,Verb.Adjective,2.1
nattily,1,1,1,1,0.02,0.3010,0.01,0.3010,Adverb,1,1.00,Adverb,1
natty,12,7,7,6,0.24,1.1139,0.08,0.9031,Noun,6,0.50,Noun.Adjective.Name,6.5.1
natu,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
natura,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
natural,2160,1562,1992,1482,42.35,3.3347,18.62,3.1940,Adjective,2092,0.97,Adjective.Adverb.Noun,2092.62.10
naturalist,14,11,14,11,0.27,1.1761,0.13,1.0792,Noun,14,1.00,Noun,14
naturalistic,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3,1.00,Adjective,3
naturalists,3,3,3,3,0.06,0.6021,0.04,0.6021,Noun,2,1.00,Noun,2
naturalization,13,9,5,4,0.25,1.1461,0.11,1.0000,Noun,13,1.00,Noun,13
naturalized,9,8,7,6,0.18,1.0000,0.10,0.9542,Adjective,9,1.00,Adjective,9
naturally,1250,857,686,551,24.51,3.0973,10.22,2.9335,Adverb,1234,1.00,Adverb,1234
naturals,18,10,15,9,0.35,1.2788,0.12,1.0414,Noun,18,1.00,Noun,18
nature,2303,1525,2052,1416,45.16,3.3625,18.18,3.1836,Noun,2220,0.97,Noun.Name,2220.69
natured,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
naturel,22,20,18,18,0.43,1.3617,0.24,1.3222,Adverb,19,0.86,Adverb.Adjective.Noun,19.2.1
naturellement,6,4,0,0,0.12,0.8451,0.05,0.6990,Noun,4,0.80,Noun.Name,4.1
natures,33,27,33,27,0.65,1.5315,0.32,1.4472,Noun,37,0.95,Noun.Name,37.2
naturopathic,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
natus,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
naugahyde,5,5,1,1,0.10,0.7782,0.06,0.7782,Noun,3,0.60,Noun.Name,3.2
naught,30,26,29,26,0.59,1.4914,0.31,1.4314,Pronoun,30,1.00,Pronoun,30
naughtier,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
naughtiest,2,2,1,1,0.04,0.4771,0.02,0.4771,Adjective,2,1.00,Adjective,2
naughtiness,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
naughty,523,385,439,351,10.25,2.7193,4.59,2.5866,Adjective,521,1.00,Adjective,521
naur,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
nausea,110,89,93,78,2.16,2.0453,1.06,1.9542,Noun,110,1.00,Noun,110
nauseam,4,4,4,4,0.08,0.6990,0.05,0.6990,Adverb,4,1.00,Adverb,4
nauseate,3,3,3,3,0.06,0.6021,0.04,0.6021,Verb,2,0.67,Verb.Noun,2.1
nauseated,14,12,13,12,0.27,1.1761,0.14,1.1139,Adjective,7,0.50,Adjective.Verb.Name,7.6.1
nauseates,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
nauseating,30,30,29,29,0.59,1.4914,0.36,1.4914,Adjective,30,1.00,Adjective,30
nauseatingly,3,3,3,3,0.06,0.6021,0.04,0.6021,Adverb,3,1.00,Adverb,3
nauseous,158,135,149,128,3.10,2.2014,1.61,2.1335,Adjective,158,1.00,Adjective,158
nauseum,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
nautch,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
nautical,45,33,43,32,0.88,1.6628,0.39,1.5315,Adjective,45,1.00,Adjective,45
nautically,1,1,1,1,0.02,0.3010,0.01,0.3010,Adverb,1,1.00,Adverb,1
nautili,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
nautiloid,2,1,0,0,0.04,0.4771,0.01,0.3010,Noun,2,1.00,Noun,2
nautilus,41,11,1,1,0.80,1.6232,0.13,1.0792,Noun,34,0.83,Noun.Name,34.7
nav,16,11,10,7,0.31,1.2304,0.13,1.0792,Noun,16,1.00,Noun,16
navaho,4,4,0,0,0.08,0.6990,0.05,0.6990,Noun,3,0.75,Noun.Name,3.1
navajo,39,28,3,3,0.76,1.6021,0.33,1.4624,Noun,32,0.82,Noun.Name,32.7
navajos,5,5,0,0,0.10,0.7782,0.06,0.7782,Noun,3,0.60,Noun.Name,3.2
naval,292,167,180,108,5.73,2.4669,1.99,2.2253,Adjective,292,1.00,Adjective,292
